,SYMBOL,NAME OF COMPANY,SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
1151,NIPPOBATRY,Indo-National Limited,EQ,06-OCT-1999,5,1,INE567A01028,5
1152,NIRAJ,Niraj Cement Structurals Limited,EQ,01-OCT-2020,10,1,INE368I01016,10
1153,NIRAJISPAT,Niraj Ispat Industries Limited,BE,27-OCT-2016,10,1,INE326T01011,10
1154,NITCO,Nitco Limited,EQ,21-MAR-2006,10,1,INE858F01012,10
1155,NITINSPIN,Nitin Spinners Limited,EQ,02-FEB-2006,10,1,INE229H01012,10
1156,NITIRAJ,Nitiraj Engineers Limited,EQ,22-APR-2021,10,1,INE439T01012,10
1157,NKIND,NK Industries Limited,BE,07-JUL-1995,10,1,INE542C01019,10
1158,NLCINDIA,NLC India Limited,EQ,23-AUG-2000,10,1,INE589A01014,10
1159,NMDC,NMDC Limited,EQ,03-MAR-2008,1,1,INE584A01023,1
1160,NOCIL,NOCIL Limited,EQ,17-JAN-1996,10,1,INE163A01018,10
1161,NOIDATOLL,Noida Toll Bridge Company Limited,EQ,06-DEC-2002,10,1,INE781B01015,10
1162,NORBTEAEXP,Norben Tea & Exports Limited,EQ,26-JUN-1996,10,1,INE369C01017,10
1163,NOVARTIND,Novartis India Limited,EQ,08-NOV-2000,5,1,INE234A01025,5
1164,NRAIL,N R Agarwal Industries Limited,EQ,05-APR-2017,10,1,INE740D01017,10
1165,NRBBEARING,NRB Bearing Limited,EQ,08-MAR-2000,2,1,INE349A01021,2
1166,NSIL,Nalwa Sons Investments Limited,EQ,17-NOV-2003,10,1,INE023A01030,10
1167,NTPC,NTPC Limited,EQ,05-NOV-2004,10,1,INE733E01010,10
1168,NUCLEUS,Nucleus Software Exports Limited,EQ,19-DEC-2002,10,1,INE096B01018,10
1169,NURECA,Nureca Limited,EQ,25-FEB-2021,10,1,INE0DSF01015,10
1170,NUVOCO,Nuvoco Vistas Corporation Limited,EQ,23-AUG-2021,10,1,INE118D01016,10
1171,NXTDIGITAL,NXTDIGITAL LIMITED,EQ,24-APR-2007,10,1,INE353A01023,10
1172,NYKAA,FSN E-Commerce Ventures Limited,EQ,10-NOV-2021,1,1,INE388Y01029,1
1173,OAL,Oriental Aromatics Limited,EQ,11-JUL-2019,5,1,INE959C01023,5
1174,OBCL,Orissa Bengal Carrier Limited,EQ,07-APR-2022,10,1,INE426Z01016,10
1175,OBEROIRLTY,Oberoi Realty Limited,EQ,20-OCT-2010,10,1,INE093I01010,10
1176,OCCL,Oriental Carbon & Chemicals Limited,EQ,27-JAN-2016,10,1,INE321D01016,10
1177,OFSS,Oracle Financial Services Software Limited,EQ,28-JUN-2002,5,1,INE881D01027,5
1178,OIL,Oil India Limited,EQ,30-SEP-2009,10,1,INE274J01014,10
1179,OILCOUNTUB,Oil Country Tubular Limited,BE,30-AUG-1995,10,1,INE591A01010,10
1180,OLECTRA,Olectra Greentech Limited,EQ,20-MAR-2002,4,1,INE260D01016,4
1181,OMAXAUTO,Omax Autos Limited,EQ,20-FEB-2003,10,1,INE090B01011,10
1182,OMAXE,Omaxe Limited,EQ,09-AUG-2007,10,1,INE800H01010,10
1183,OMINFRAL,OM INFRA LIMITED,EQ,17-JUN-2011,1,1,INE239D01028,1
1184,OMKARCHEM,Omkar Speciality Chemicals Limited,EQ,10-FEB-2011,10,1,INE474L01016,10
1185,ONELIFECAP,Onelife Capital Advisors Limited,BE,17-OCT-2011,10,1,INE912L01015,10
1186,ONEPOINT,One Point One Solutions Limited,EQ,09-MAY-2019,2,1,INE840Y01029,2
1187,ONGC,Oil & Natural Gas Corporation Limited,EQ,19-JUL-1995,5,1,INE213A01029,5
1188,ONMOBILE,OnMobile Global Limited,EQ,19-FEB-2008,10,1,INE809I01019,10
1189,ONWARDTEC,Onward Technologies Limited,EQ,07-MAR-2001,10,1,INE229A01017,10
1190,OPTIEMUS,Optiemus Infracom Limited,EQ,08-AUG-2017,10,1,INE350C01017,10
1191,ORBTEXP,Orbit Exports Limited,EQ,05-NOV-2013,10,1,INE231G01010,10
1192,ORCHPHARMA,Orchid Pharma Limited,BE,02-NOV-2020,10,1,INE191A01027,10
1193,ORICONENT,Oricon Enterprises Limited,EQ,24-JUL-2015,2,1,INE730A01022,2
1194,ORIENTABRA,Orient Abrasives Limited,EQ,15-DEC-2005,1,1,INE569C01020,1
1195,ORIENTALTL,Oriental Trimex Limited,EQ,07-MAR-2007,10,1,INE998H01012,10
1196,ORIENTBELL,Orient Bell Limited,EQ,14-FEB-2007,10,1,INE607D01018,10
1197,ORIENTCEM,Orient Cement Limited,EQ,12-JUL-2013,1,1,INE876N01018,1
1198,ORIENTELEC,Orient Electric Limited,EQ,14-MAY-2018,1,1,INE142Z01019,1
1199,ORIENTHOT,Oriental Hotels Limited,EQ,27-AUG-1998,1,1,INE750A01020,1
1200,ORIENTLTD,Orient Press Limited,EQ,03-MAR-2010,10,1,INE609C01024,10
1201,ORIENTPPR,Orient Paper & Industries Limited,EQ,29-MAR-1995,1,1,INE592A01026,1
1202,ORISSAMINE,The Orissa Minerals Development Company Limited,BE,29-SEP-2010,1,1,INE725E01024,1
1203,ORTEL,Ortel Communications Limited,BZ,19-MAR-2015,10,1,INE849L01019,10
1204,ORTINLAB,Ortin Laboratories Limited,EQ,30-MAR-2021,10,1,INE749B01020,10
1205,OSWALAGRO,Oswal Agro Mills Limited,EQ,29-MAR-1995,10,1,INE142A01012,10
1206,PAGEIND,Page Industries Limited,EQ,16-MAR-2007,10,1,INE761H01022,10
1207,PAISALO,Paisalo Digital Limited,EQ,17-OCT-2011,1,1,INE420C01059,1
1208,PALASHSECU,Palash Securities Limited,EQ,28-JUL-2017,10,1,INE471W01019,10
1209,PALREDTEC,Palred Technologies Limited,EQ,09-MAY-2016,10,1,INE218G01033,10
1210,PANACEABIO,Panacea Biotec Limited,EQ,17-APR-1996,1,1,INE922B01023,1
1211,PANACHE,Panache Digilife Limited,EQ,06-JAN-2020,10,1,INE895W01019,10
1212,PANAMAPET,Panama Petrochem Limited,EQ,30-SEP-2011,2,1,INE305C01029,2
1213,PANSARI,Pansari Developers Limited,EQ,18-OCT-2021,10,1,INE697V01011,10
1214,PAR,Par Drugs And Chemicals Limited,EQ,16-SEP-2021,10,1,INE04LG01015,10
1215,PARACABLES,Paramount Communications Limited,EQ,03-JAN-2007,2,1,INE074B01023,2
1216,PARADEEP,Paradeep Phosphates Limited,EQ,27-MAY-2022,10,1,INE088F01024,10
1217,PARAGMILK,Parag Milk Foods Limited,EQ,19-MAY-2016,10,1,INE883N01014,10
1218,PARAS,Paras Defence and Space Technologies Limited,EQ,01-OCT-2021,10,1,INE045601015,10
1219,PARSVNATH,Parsvnath Developers Limited,EQ,30-NOV-2006,5,1,INE561H01026,5
1220,PASUPTAC,Pasupati Acrylon Limited,EQ,12-OCT-2021,10,1,INE818B01023,10
1221,PATANJALI,Patanjali Foods Limited,BE,24-JAN-2020,2,1,INE619A01035,2
1222,PATELENG,Patel Engineering Limited,EQ,24-FEB-2005,1,1,INE244B01030,1
1223,PATINTLOG,Patel Integrated Logistics Limited,EQ,11-JAN-2008,10,1,INE529D01014,10
1224,PAYTM,One 97 Communications Limited,EQ,18-NOV-2021,1,1,INE982J01020,1
1225,PCBL,PCBL LIMITED,EQ,29-MAR-1995,1,1,INE602A01031,1
1226,PCJEWELLER,PC Jeweller Limited,EQ,27-DEC-2012,10,1,INE785M01013,10
1227,PDMJEPAPER,Pudumjee Paper Products Limited,EQ,30-MAR-2016,1,1,INE865T01018,1
1228,PDPL,Parenteral Drugs (India) Limited,BE,19-AUG-2010,10,1,INE904D01019,10
1229,PDSL,PDS Limited,EQ,21-OCT-2014,2,1,INE111Q01021,2
1230,PEARLPOLY,Pearl Polymers Limited,EQ,11-OCT-1995,10,1,INE844A01013,10
1231,PEL,Piramal Enterprises Limited,EQ,08-FEB-1995,2,1,INE140A01024,2
1232,PENIND,Pennar Industries Limited,EQ,25-NOV-2010,5,1,INE932A01024,5
1233,PENINLAND,Peninsula Land Limited,EQ,08-FEB-1995,2,1,INE138A01028,2
1234,PERSISTENT,Persistent Systems Limited,EQ,06-APR-2010,10,1,INE262H01013,10
1235,PETRONET,Petronet LNG Limited,EQ,26-MAR-2004,10,1,INE347G01014,10
1236,PFC,Power Finance Corporation Limited,EQ,23-FEB-2007,10,1,INE134E01011,10
1237,PFIZER,Pfizer Limited,EQ,28-APR-1999,10,1,INE182A01018,10
1238,PFOCUS,Prime Focus Limited,EQ,20-JUN-2006,1,1,INE367G01038,1
1239,PFS,PTC India Financial Services Limited,EQ,30-MAR-2011,10,1,INE560K01014,10
1240,PGEL,PG Electroplast Limited,BE,26-SEP-2011,10,1,INE457L01011,10
1241,PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,07-JUL-2004,10,1,INE179A01014,10
1242,PGHL,Procter & Gamble Health Limited,EQ,24-APR-1996,10,1,INE199A01012,10
1243,PGIL,Pearl Global Industries Limited,EQ,15-FEB-2007,10,1,INE940H01014,10
1244,PHOENIXLTD,The Phoenix Mills Limited,EQ,23-APR-2007,2,1,INE211B01039,2
1245,PIDILITIND,Pidilite Industries Limited,EQ,29-MAR-1995,1,1,INE318A01026,1
1246,PIIND,PI Industries Limited,EQ,15-JUN-2011,1,1,INE603J01030,1
1247,PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,08-DEC-2015,10,1,INE417C01014,10
1248,PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,07-OCT-2013,1,1,INE600A01035,1
1249,PIONDIST,Pioneer Distilleries Limited,EQ,15-JUN-2010,10,1,INE889E01010,10
1250,PIONEEREMB,Pioneer Embroideries Limited,EQ,16-MAY-2006,10,1,INE156C01018,10
1251,PITTIENG,Pitti Engineering Limited,EQ,02-FEB-2007,5,1,INE450D01021,5
1252,PIXTRANS,Pix Transmissions Limited,EQ,28-APR-2022,10,1,INE751B01018,10
1253,PKTEA,The Peria Karamalai Tea & Produce Company Limited,BE,19-AUG-2015,10,1,INE431F01018,10
1254,PLASTIBLEN,Plastiblends India Limited,EQ,28-DEC-2006,5,1,INE083C01022,5
1255,PNB,Punjab National Bank,EQ,24-APR-2002,2,1,INE160A01022,2
1256,PNBGILTS,PNB Gilts Limited,EQ,18-SEP-2000,10,1,INE859A01011,10
1257,PNBHOUSING,PNB Housing Finance Limited,EQ,07-NOV-2016,10,1,INE572E01012,10
1258,PNC,Pritish Nandy Communications Limited,EQ,11-DEC-2000,10,1,INE392B01011,10
1259,PNCINFRA,PNC Infratech Limited,EQ,26-MAY-2015,2,1,INE195J01029,2
1260,PODDARHOUS,Poddar Housing and Development Limited,BE,10-APR-2017,10,1,INE888B01018,10
1261,PODDARMENT,Poddar Pigments Limited,EQ,22-NOV-2016,10,1,INE371C01013,10
1262,POKARNA,Pokarna Limited,EQ,07-JUL-2016,2,1,INE637C01025,2
1263,POLICYBZR,PB Fintech Limited,EQ,15-NOV-2021,2,1,INE417T01026,2
1264,POLYCAB,Polycab India Limited,EQ,16-APR-2019,10,1,INE455K01017,10
1265,POLYMED,Poly Medicure Limited,EQ,07-DEC-2011,5,1,INE205C01021,5
1266,POLYPLEX,Polyplex Corporation Limited,EQ,11-APR-2003,10,1,INE633B01018,10
1267,PONNIERODE,Ponni Sugars (Erode) Limited,EQ,16-APR-2002,10,1,INE838E01017,10
1268,POONAWALLA,Poonawalla Fincorp Limited,EQ,27-APR-2004,2,1,INE511C01022,2
1269,POWERGRID,Power Grid Corporation of India Limited,EQ,05-OCT-2007,10,1,INE752E01010,10
1270,POWERINDIA,Hitachi Energy India Limited,EQ,30-MAR-2020,2,1,INE07Y701011,2
1271,POWERMECH,Power Mech Projects Limited,EQ,26-AUG-2015,10,1,INE211R01019,10
1272,PPAP,PPAP Automotive Limited,EQ,11-JAN-2008,10,1,INE095I01015,10
1273,PPL,Prakash Pipes Limited,EQ,14-JUN-2019,10,1,INE050001010,10
1274,PRAENG,Prajay Engineers Syndicate Limited,EQ,02-JAN-2007,10,1,INE505C01016,10
1275,PRAJIND,Praj Industries Limited,EQ,11-OCT-1995,2,1,INE074A01025,2
1276,PRAKASH,Prakash Industries Limited,EQ,10-MAY-1995,10,1,INE603A01013,10
1277,PRAKASHSTL,Prakash Steelage Limited,EQ,25-AUG-2010,1,1,INE696K01024,1
1278,PRAXIS,Praxis Home Retail Limited,EQ,31-JAN-2018,5,1,INE546Y01022,5
1279,PRECAM,Precision Camshafts Limited,EQ,08-FEB-2016,10,1,INE484I01029,10
1280,PRECOT,Precot Limited,EQ,19-AUG-2005,10,1,INE283A01014,10
1281,PRECWIRE,Precision Wires India Limited,EQ,06-SEP-1995,1,1,INE372C01037,1
1282,PREMEXPLN,Premier Explosives Limited,EQ,17-JUN-2016,10,1,INE863B01011,10
1283,PREMIER,Premier Limited,BE,03-APR-1996,10,1,INE342A01018,10
1284,PREMIERPOL,Premier Polyfilm Limited,EQ,13-DEC-1995,5,1,INE309M01012,5
1285,PRESSMN,Pressman Advertising Limited,EQ,05-JAN-2005,2,1,INE980A01023,2
1286,PRESTIGE,Prestige Estates Projects Limited,EQ,27-OCT-2010,10,1,INE811K01011,10
1287,PRICOLLTD,Pricol Limited,EQ,10-FEB-2017,1,1,INE726V01018,1
1288,PRIMESECU,Prime Securities Limited,EQ,17-JUN-2005,5,1,INE032B01021,5
1289,PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,30-DEC-2019,10,1,INE689W01016,10
1290,PRITI,Priti International Limited,EQ,02-MAR-2022,10,1,INE974Z01015,10
1291,PRITIKAUTO,Pritika Auto Industries Limited,EQ,10-AUG-2021,2,1,INE583R01029,2
1292,PRIVISCL,Privi Speciality Chemicals Limited,EQ,08-MAY-2015,10,1,INE959A01019,10
1293,PROZONINTU,Prozone Intu Properties Limited,EQ,12-SEP-2012,2,1,INE195N01013,2
1294,PRSMJOHNSN,Prism Johnson Limited,EQ,20-AUG-2003,10,1,INE010A01011,10
1295,PRUDENT,Prudent Corporate Advisory Services Limited,EQ,20-MAY-2022,5,1,INE00F201020,5
1296,PSB,Punjab & Sind Bank,EQ,30-DEC-2010,10,1,INE608A01012,10
1297,PSPPROJECT,PSP Projects Limited,EQ,29-MAY-2017,10,1,INE488V01015,10
1298,PTC,PTC India Limited,EQ,07-APR-2004,10,1,INE877F01012,10
1299,PTL,PTL Enterprises Limited,EQ,29-JAN-2007,1,1,INE034D01049,1
1300,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,08-MAR-2007,10,1,INE277B01014,10
1301,PUNJLLOYD,Punj Lloyd Limited,BZ,06-JAN-2006,2,1,INE701B01021,2
1302,PURVA,Puravankara Limited,EQ,30-AUG-2007,5,1,INE323I01011,5
1303,PVP,PVP Ventures Limited,BE,03-APR-1996,10,1,INE362A01016,10
1304,PVR,PVR Limited,EQ,04-JAN-2006,10,1,INE191H01014,10
1305,QUESS,Quess Corp Limited,EQ,12-JUL-2016,10,1,INE615P01015,10
1306,QUICKHEAL,Quick Heal Technologies Limited,EQ,18-FEB-2016,10,1,INE306L01010,10
1307,QUINTEGRA,Quintegra Solutions Limited,BE,20-DEC-2000,10,1,INE033B01011,10
1308,RADAAN,Radaan Mediaworks India Limited,BE,27-FEB-2003,2,1,INE874F01027,2
1309,RADHIKAJWE,Radhika Jeweltech Limited,EQ,18-JUL-2022,10,1,INE583V01013,10
1310,RADICO,Radico Khaitan Limited,EQ,18-JUN-2003,2,1,INE944F01028,2
1311,RADIOCITY,Music Broadcast Limited,EQ,17-MAR-2017,2,1,INE919I01024,2
1312,RAILTEL,Railtel Corporation Of India Limited,EQ,26-FEB-2021,10,1,INE0DD101019,10
1313,RAIN,Rain Industries Limited,EQ,03-MAR-2008,2,1,INE855B01025,2
1314,RAINBOW,Rainbow Childrens Medicare Limited,EQ,10-MAY-2022,10,1,INE961O01016,10
1315,RAJESHEXPO,Rajesh Exports Limited,EQ,09-FEB-2000,1,1,INE343B01030,1
1316,RAJMET,Rajnandini Metal Limited,EQ,16-FEB-2021,10,1,INE00KV01014,10
1317,RAJRATAN,Rajratan Global Wire Limited,EQ,22-MAY-2020,2,1,INE451D01029,2
1318,RAJRILTD,Raj Rayon Industries Limited,BE,16-MAR-2022,1,1,INE533D01032,1
1319,RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,29-MAR-1995,10,1,INE562B01019,10
1320,RAJTV,Raj Television Network Limited,BE,16-MAR-2007,5,1,INE952H01027,5
1321,RAJVIR,Rajvir Industries Limited,BZ,20-SEP-2005,10,1,INE011H01014,10
1322,RALLIS,Rallis India Limited,EQ,01-APR-1999,1,1,INE613A01020,1
1323,RAMANEWS,Shree Rama Newsprint Limited,EQ,20-SEP-2006,10,1,INE278B01020,10
1324,RAMAPHO,Rama Phosphates Limited,EQ,05-AUG-2022,10,1,INE809A01024,10
1325,RAMASTEEL,Rama Steel Tubes Limited,EQ,19-AUG-2015,1,1,INE230R01035,1
1326,RAMCOCEM,The Ramco Cements Limited,EQ,09-APR-1997,1,1,INE331A01037,1
1327,RAMCOIND,Ramco Industries Limited,EQ,06-NOV-1996,1,1,INE614A01028,1
1328,RAMCOSYS,Ramco Systems Limited,EQ,12-APR-2000,10,1,INE246B01019,10
1329,RAMKY,Ramky Infrastructure Limited,EQ,08-OCT-2010,10,1,INE874I01013,10
1330,RAMRAT,Ram Ratna Wires Limited,EQ,29-JUL-2022,5,1,INE207E01023,5
1331,RANASUG,Rana Sugars Limited,EQ,24-FEB-2005,10,1,INE625B01014,10
1332,RANEENGINE,Rane Engine Valve Limited,EQ,24-JUN-2008,10,1,INE222J01013,10
1333,RANEHOLDIN,Rane Holdings Limited,EQ,24-SEP-1997,10,1,INE384A01010,10
1334,RATEGAIN,Rategain Travel Technologies Limited,EQ,17-DEC-2021,1,1,INE0CLI01024,1
1335,RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,2,1,INE703B01027,2
1336,RAYMOND,Raymond Limited,EQ,18-OCT-1995,10,1,INE301A01014,10
1337,RBA,Restaurant Brands Asia Limited,EQ,14-DEC-2020,10,1,INE07T201019,10
1338,RBL,Rane Brake Lining Limited,EQ,20-JUN-2008,10,1,INE244J01017,10
1339,RBLBANK,RBL Bank Limited,EQ,31-AUG-2016,10,1,INE976G01028,10
1340,RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,07-JAN-1998,10,1,INE027A01015,10
1341,RECLTD,REC Limited,EQ,12-MAR-2008,10,1,INE020B01018,10
1342,REDINGTON,Redington (India) Limited,EQ,15-FEB-2007,2,1,INE891D01026,2
1343,REFEX,Refex Industries Limited,EQ,03-DEC-2009,10,1,INE056I01017,10
1344,REGENCERAM,Regency Ceramics Limited,BE,05-JUN-1996,10,1,INE277C01012,10
1345,RELAXO,Relaxo Footwears Limited,EQ,17-JUN-2011,1,1,INE131B01039,1
1346,RELCAPITAL,Reliance Capital Limited,BE,29-NOV-1995,10,1,INE013A01015,10
1347,RELCHEMQ,Reliance Chemotex Industries Limited,EQ,25-MAY-2022,10,1,INE750D01016,10
1348,RELIANCE,Reliance Industries Limited,EQ,29-NOV-1995,10,1,INE002A01018,10
1349,RELIGARE,Religare Enterprises Limited,EQ,21-NOV-2007,10,1,INE621H01010,10
1350,RELINFRA,Reliance Infrastructure Limited,EQ,08-FEB-1995,10,1,INE036A01016,10
1351,REMSONSIND,Remsons Industries Limited,EQ,31-JAN-1996,10,1,INE474C01015,10
1352,RENUKA,Shree Renuka Sugars Limited,EQ,31-OCT-2005,1,1,INE087H01022,1
1353,REPCOHOME,Repco Home Finance Limited,EQ,01-APR-2013,10,1,INE612J01015,10
1354,REPL,Rudrabhishek Enterprises Limited,EQ,14-DEC-2020,10,1,INE364Z01019,10
1355,REPRO,Repro India Limited,EQ,22-DEC-2005,10,1,INE461B01014,10
1356,RESPONIND,Responsive Industries Limited,EQ,29-OCT-2010,1,1,INE688D01026,1
1357,REVATHI,Revathi Equipment Limited,EQ,11-AUG-2005,10,1,INE617A01013,10
1358,RGL,Renaissance Global Limited,EQ,12-DEC-2007,2,1,INE722H01024,2
1359,RHFL,Reliance Home Finance Limited,EQ,22-SEP-2017,10,1,INE217K01011,10
1360,RHIM,RHI MAGNESITA INDIA LIMITED,EQ,12-MAR-2012,1,1,INE743M01012,1
1361,RICOAUTO,Rico Auto Industries Limited,EQ,12-MAY-2003,1,1,INE209B01025,1
1362,RIIL,Reliance Industrial Infrastructure Limited,EQ,29-NOV-1995,10,1,INE046A01015,10
1363,RITCO,Ritco Logistics Limited,EQ,12-APR-2022,10,1,INE01EG01016,10
1364,RITES,RITES Limited,EQ,02-JUL-2018,10,1,INE320J01015,10
1365,RKDL,Ravi Kumar Distilleries Limited,EQ,27-DEC-2010,10,1,INE722J01012,10
1366,RKEC,RKEC Projects Limited,EQ,18-DEC-2020,10,1,INE786W01010,10
1367,RKFORGE,Ramkrishna Forgings Limited,EQ,05-MAY-2004,2,1,INE399G01023,2
1368,RMCL,Radha Madhav Corporation Limited,BZ,26-NOV-2007,10,1,INE172H01014,10
1369,RML,Rane (Madras) Limited,EQ,30-AUG-2005,10,1,INE050H01012,10
1370,RNAVAL,Reliance Naval and Engineering Limited,BZ,09-OCT-2009,10,1,INE542F01012,10
1371,ROHLTD,Royal Orchid Hotels Limited,EQ,06-FEB-2006,10,1,INE283H01019,10
1372,ROLEXRINGS,Rolex Rings Limited,EQ,09-AUG-2021,10,1,INE645S01016,10
1373,ROLLT,Rollatainers Limited,EQ,22-NOV-2016,1,1,INE927A01040,1
1374,ROLTA,Rolta India Limited,BE,01-MAR-1995,10,1,INE293A01013,10
1375,ROML,Raj Oil Mills Limited,BE,06-OCT-2020,10,1,INE294G01026,10
1376,ROSSARI,Rossari Biotech Limited,EQ,23-JUL-2020,2,1,INE02A801020,2
1377,ROSSELLIND,Rossell India Limited,EQ,25-SEP-2012,2,1,INE847C01020,2
1378,ROTO,Roto Pumps Limited,EQ,21-APR-2022,2,1,INE535D01029,2
1379,ROUTE,ROUTE MOBILE LIMITED,EQ,21-SEP-2020,10,1,INE450U01017,10
1380,RPGLIFE,RPG Life Sciences Limited,EQ,10-JUN-2008,8,1,INE105J01010,8
1381,RPOWER,Reliance Power Limited,EQ,11-FEB-2008,10,1,INE614G01033,10
1382,RPPINFRA,R.P.P. Infra Projects Limited,EQ,06-DEC-2010,10,1,INE324L01013,10
1383,RPPL,Rajshree Polypack Limited,EQ,26-NOV-2021,10,1,INE760W01015,10
1384,RPSGVENT,RPSG VENTURES LIMITED,EQ,25-JAN-2019,10,1,INE425Y01011,10
1385,RSSOFTWARE,R. S. Software (India) Limited,EQ,19-MAY-1999,5,1,INE165B01029,5
1386,RSWM,RSWM Limited,EQ,15-FEB-1995,10,1,INE611A01016,10
1387,RSYSTEMS,R Systems International Limited,EQ,26-APR-2006,1,1,INE411H01032,1
1388,RTNINDIA,RattanIndia Enterprises Limited,EQ,30-JUL-2012,2,1,INE834M01019,2
1389,RTNPOWER,RattanIndia Power Limited,EQ,30-OCT-2009,10,1,INE399K01017,10
1390,RUBYMILLS,The Ruby Mills Limited,EQ,29-MAR-1995,5,1,INE301D01026,5
1391,RUCHINFRA,Ruchi Infrastructure Limited,BE,16-OCT-1996,1,1,INE413B01023,1
1392,RUCHIRA,Ruchira Papers Limited,EQ,20-DEC-2006,10,1,INE803H01014,10
1393,RUPA,Rupa & Company Limited,EQ,07-DEC-2011,1,1,INE895B01021,1
1394,RUSHIL,Rushil Decor Limited,EQ,07-JUL-2011,10,1,INE573K01017,10
1395,RVHL,Ravinder Heights Limited,EQ,18-DEC-2020,1,1,INE09E501017,1
1396,RVNL,Rail Vikas Nigam Limited,EQ,11-APR-2019,10,1,INE415G01027,10
1397,S&SPOWER,S&S Power Switchgears Limited,BE,27-SEP-1995,10,1,INE902B01017,10
1398,SABEVENTS,Sab Events & Governance Now Media Limited,BE,15-SEP-2016,10,1,INE860T01019,10
1399,SABTN,Sri Adhikari Brothers Television Network Limited,BE,16-NOV-2007,10,1,INE416A01036,10
1400,SADBHAV,Sadbhav Engineering Limited,EQ,01-MAR-2006,1,1,INE226H01026,1
1401,SADBHIN,Sadbhav Infrastructure Project Limited,EQ,16-SEP-2015,10,1,INE764L01010,10
1402,SAFARI,Safari Industries (India) Limited,EQ,12-SEP-2019,2,1,INE429E01023,2
1403,SAGARDEEP,Sagardeep Alloys Limited,EQ,25-JAN-2019,10,1,INE976T01013,10
1404,SAGCEM,Sagar Cements Limited,EQ,29-JAN-2007,2,1,INE229C01021,2
1405,SAIL,Steel Authority of India Limited,EQ,06-JUL-1995,10,1,INE114A01011,10
1406,SAKAR,Sakar Healthcare Limited,BE,11-APR-2019,10,1,INE732S01012,10
1407,SAKHTISUG,Sakthi Sugars Limited,EQ,06-SEP-1995,10,1,INE623A01011,10
1408,SAKSOFT,Saksoft Limited,EQ,09-MAY-2005,10,1,INE667G01015,10
1409,SAKUMA,Sakuma Exports Limited,EQ,08-MAR-2006,1,1,INE190H01024,1
1410,SALASAR,Salasar Techno Engineering Limited,EQ,25-JUL-2017,1,1,INE170V01027,1
1411,SALONA,Salona Cotspin Limited,EQ,16-JUN-2016,10,1,INE498E01010,10
1412,SALSTEEL,S.A.L. Steel Limited,EQ,24-NOV-2004,10,1,INE658G01014,10
1413,SALZERELEC,Salzer Electronics Limited,EQ,02-DEC-2015,10,1,INE457F01013,10
1414,SAMBHAAV,Sambhaav Media Limited,EQ,05-JUN-1996,1,1,INE699B01027,1
1415,SANCO,Sanco Industries Limited,EQ,22-NOV-2016,10,1,INE782L01012,10
1416,SANDESH,The Sandesh Limited,EQ,26-NOV-2002,10,1,INE583B01015,10
1417,SANDHAR,Sandhar Technologies Limited,EQ,02-APR-2018,10,1,INE278H01035,10
1418,SANGAMIND,Sangam (India) Limited,EQ,17-JUL-1996,10,1,INE495C01010,10
1419,SANGHIIND,Sanghi Industries Limited,EQ,10-MAY-1995,10,1,INE999B01013,10
1420,SANGHVIMOV,Sanghvi Movers Limited,EQ,24-JAN-2007,2,1,INE989A01024,2
1421,SANGINITA,Sanginita Chemicals Limited,EQ,15-JUL-2019,10,1,INE753W01010,10
1422,SANOFI,Sanofi India Limited,EQ,19-MAY-2003,10,1,INE058A01010,10
1423,SANSERA,Sansera Engineering Limited,EQ,24-SEP-2021,2,1,INE953O01021,2
1424,SANWARIA,Sanwaria Consumer Limited,BZ,27-MAR-2006,1,1,INE890C01046,1
1425,SAPPHIRE,Sapphire Foods India Limited,EQ,18-NOV-2021,10,1,INE806T01012,10
1426,SARDAEN,Sarda Energy & Minerals Limited,EQ,03-DEC-2009,10,1,INE385C01013,10
1427,SAREGAMA,Saregama India Limited,EQ,30-JUL-1997,1,1,INE979A01025,1
1428,SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-JAN-2007,1,1,INE453D01025,1
1429,SASKEN,Sasken Technologies Limited,EQ,09-SEP-2005,10,1,INE231F01020,10
1430,SASTASUNDR,Sastasundar Ventures Limited,EQ,05-OCT-2010,10,1,INE019J01013,10
1431,SATHAISPAT,Sathavahana Ispat Limited,BE,27-DEC-2006,10,1,INE176C01016,10
1432,SATIA,Satia Industries Limited,EQ,17-JUL-2019,1,1,INE170E01023,1
1433,SATIN,Satin Creditcare Network Limited,EQ,26-AUG-2015,10,1,INE836B01017,10
1434,SBC,SBC Exports Limited,EQ,23-NOV-2021,1,1,INE04AK01028,1
1435,SBCL,Shivalik Bimetal Controls Limited,EQ,24-JUN-2021,2,1,INE386D01027,2
1436,SBICARD,SBI Cards and Payment Services Limited,EQ,16-MAR-2020,10,1,INE018E01016,10
1437,SBILIFE,SBI Life Insurance Company Limited,EQ,03-OCT-2017,10,1,INE123W01016,10
